Product Origin System,Product Owner Name,Product ID,Product Description,Product First UPC Code
CUS529,Resideo,IS20145-3343/B,PRESSURE SWITCH - TRANE,085267233231
CUS529,Resideo,IS20145-3344/B,PRESSURE SWITCH - TRANE,085267233248
CUS529,Resideo,IS20146-3351/B,PRESSURE SWITCH - TRANE,085267233422
CUS529,Resideo,IS20146-3352/B,PRESSURE SWITCH - TRANE,085267233439
CUS529,Resideo,IS20146-3353/B,PRESSURE SWITCH - TRANE,085267233590
CUS529,Resideo,IS20146-3354/B,PRESSURE SWITCH - TRANE,085267233446
CUS529,Resideo,IS20146-3357/B,PRESSURE SWITCH - TRANE,085267233477
CUS529,Resideo,IS20146-3362/B,PRESSURE SWITCH - TRANE,085267233521
CUS529,Resideo,IS20151-3386/B,AIR SWITCH EXCEL COMFORT SYSTEMS,085267229944
CUS529,Resideo,IS20151-3439/B,AIR SWITCH - EXCEL COMFORT SYSTEMS,085267229951
CUS529,Resideo,IS20151-3440/B,AIR SWITCH - EXCEL COMFORT SYSTEMS,085267229968
CUS529,Resideo,IS20152-3387/B,AIR SWITCH EXCEL/DUCANE,085267229593
CUS529,Resideo,IS20152-3437/B,AIRSWITCH PROD - EXCEL/DUCANE,085267230131
CUS529,Resideo,IS20152-5911/B,PRESSURE SWITCH/NR/TRANE,085267310857
CUS529,Resideo,IS20157-3403/B,AIRSWITCH PRODUCT,085267229678
CUS529,Resideo,IS20158-3404/U,AIRSW PROD/GENERAL SALES,085267229685
CUS529,Resideo,IS20170-3442/U,PRESSURE SWITCH,085267235976
CUS529,Resideo,IS20170-3456/B,AIRSWITCH PROD/LENNOX INDUSTRIES,085267230155
CUS529,Resideo,IS20170-3457/B,AIRSWITCH PROD/LENNOX INDUSTRIES,085267230162
CUS529,Resideo,IS20170-3458/B,AIRSWITCH PROD/LENNOX INDUSTRIES,085267230179
CUS529,Resideo,IS20170-3460/B,AIRSWITCH PROD/LENNOX INDUSTRIES,085267230186
CUS529,Resideo,IS20174-3451/B,AIR SWITCH - WAYNE COMBUSTION SYSTEMS,085267267854
CUS529,Resideo,IS20202-4005/B,AIRSWITCH PRODUCT,085267231220
CUS529,Resideo,IS20203-4006/B,AIRSWITCH PRODUCT,085267231305
CUS529,Resideo,IS20203-5905/B,AIRSW PROD/REZNOR,085267310734
CUS529,Resideo,IS20204-4012/B,AIRSWITCH PROD,085267231633
CUS529,Resideo,IS20204-4013/B,AIRSWITCH PROD,085267231640
CUS529,Resideo,IS20204-4014/B,AIRSWITCH PROD,085267231657
CUS529,Resideo,IS20204-4015/B,AIRSWITCH PROD,085267231664
CUS529,Resideo,IS20204-4016/B,AIRSWITCH PROD,085267231671
CUS529,Resideo,IS20204-5858/B,AIR PRESSURE SWICTH PRODUCT CARRIER,085267296946
CUS529,Resideo,IS20210-4033/B,PRESSURE SWITCH,085267233552
CUS529,Resideo,IS20213-5216/B,NR/AIRSW PROD/CARRIER,085267248358
CUS529,Resideo,IS20214-5217/B,PRESSURE SWITCH,085267248389
CUS529,Resideo,IS20214-5218/B,PRESSURE SWITCH,085267248396
CUS529,Resideo,IS20214-5219/B,PRESSURE SWITCH,085267248402
CUS529,Resideo,IS20218-5509/B,NR/AIRSW PRROD/LENNOX,085267254564
CUS529,Resideo,IS20223-5235/B,NR/AIRSW PROD/CARRIER,085267248624
CUS529,Resideo,IS20224-5236/B,NR/AIRSW PROD/CARRIER,085267248631
CUS529,Resideo,IS20232-5272/B,NR/AIRSW PROD,085267249089
CUS529,Resideo,IS20233-5275/B,NR/AIRSW PROD/REZNOR,085267249119
CUS529,Resideo,IS20234-5277/B,NR/AIRSW PROD,085267249133
CUS529,Resideo,IS20234-5278/B,NR/AIRSW PROD,085267249140
CUS529,Resideo,IS20234-5279/B,NR/AIRSW PROD,085267249157
CUS529,Resideo,IS20235-5282/B,NR/AIRSW PROD/UTICA SPECIAL,085267249188
CUS529,Resideo,IS20237-5284/B,AIRW PROD/AO SMITH,085267249256
CUS529,Resideo,IS20240-5287/B,NR/AIRSW PROD/EXCEL COMFORT SYSTEM,085267249287
CUS529,Resideo,IS20243-5300/B,NR/AIRSW PROD,085267243209
CUS529,Resideo,IS20245-5305/B,SKYMARK SPECIAL. CONTROL SET POINT: ON P,085267249577
CUS529,Resideo,IS20252-5315/B,PRESSURE SWITCH/WATERPIK,085267250214
CUS529,Resideo,IS20255-5323/B,NR/ARISW PROD,085267250290
CUS529,Resideo,IS20257-5957/B,NR/AISW PROD/TRANE,085267331128
CUS529,Resideo,IS20258-5331/B,PRESSURE SWITCH,085267250405
CUS529,Resideo,IS20265-5346/B,NR/AIRSW PROD/SLANT FIN,085267250717
CUS529,Resideo,IS20267-5350/B,NR/ARISW PROD/AO SMITH,085267251198
CUS529,Resideo,IS20271-5361/B,NR/AIRSW PROD,085267251327
CUS529,Resideo,IS20271-5694/B,NR/ARISW PROD/GENERAL SALES/AO SMITH,085267261517
CUS529,Resideo,IS20271-6097/B,PRESSURE SWITCH,085267574334
CUS529,Resideo,IS20271-6098/B,PRESSURE SWITCH,085267597036
CUS529,Resideo,IS20272-5362/B,NR/AIRSW PROD/EXCEL COMFORT SYSTEM,085267251440
CUS529,Resideo,IS20272-5597/U,PRESSURE SWITCH/RHEEM(OBSOLETED THRU PRO,085267256780
CUS529,Resideo,IS20272-5669/U,PRESSURE SWITCH/RHEEM,085267259101
CUS529,Resideo,IS20275-5371/B,PRESSURE SWITCH/BRADFORD WHITE,085267251587
CUS529,Resideo,IS20275-5623/B,NR/AIRSW PROD/BRADFORD WHITE,085267258388
CUS529,Resideo,IS20284-5389/B,PERFECTION SCHWANK SPECIAL #JS-0576-AA.,085267251792
CUS529,Resideo,IS20284-5390/B,PERFECTION SCHWANK SPECIAL #JS-0576-YY.,085267251808
CUS529,Resideo,IS20284-5391/B,PERFECTION SCHWANK SPECIAL #JS-0575-YY.,085267251815
CUS529,Resideo,IS20284-5734/B,AIRSW PROD/PERFECTION SCHWANK,085267264785
CUS529,Resideo,IS20284-6113/B,PRESSURE SWITCH,085267339483
CUS529,Resideo,IS20284-6114/B,PRESSURE SWITCH,085267397469
CUS529,Resideo,IS20284-6115/B,PRESSURE SWITCH,085267412513
CUS529,Resideo,IS20285-5392/B,PERFECTION SCHWANK SPECIAL #JS-0577-YY.,085267251822
CUS529,Resideo,IS20285-5393/B,PERFECTION SCHWANK SPECIAL #JS-0577-SS.,085267251839
CUS529,Resideo,IS20285-5394/B,PERFECTION SCHWANK SPECIAL #JS-0577-ZZ.,085267251846
CUS529,Resideo,IS20285-5690/B,NR/AIRSW PROD/SCHWANK,085267260695
CUS529,Resideo,IS20285-6109/B,PRESSURE SWITCH,085267807982
CUS529,Resideo,IS20285-6213/B,PRESSURE SWITCH,085267704441
CUS529,Resideo,IS20285-6339/B,PRESSURE SWITCH,194159013292
CUS529,Resideo,IS20294-5435/B,ORDER IN MULT OF 100 NR/AIRSW PROD/ YORK,085267252799
CUS529,Resideo,IS20303-5460/B,PRESSURE SWITCH,085267253284
CUS529,Resideo,IS20305-5709/B,PRESSURE SWITCH/JAKEL,085267262651
CUS529,Resideo,IS20310-5473/B,NR/AIRSW PROD/EXCEL COMFORT SYSTEM,085267253482
CUS529,Resideo,IS20310-5474/B,NR/AIRSW PROD/EXCEL COMFORT SYSTEM,085267253499
CUS529,Resideo,IS20312-5488/B,NR/AIRSW PROD/WEIL MCLAIN,085267253987
CUS529,Resideo,IS20315-5502/B,NR/AISW PROD/ARMSTRONG,085267254151
CUS529,Resideo,IS20316-5499/B,CONTROL SET POINT: ON PRESS RISE CONTACT,085267254113
CUS529,Resideo,IS20319-5507/B,NR/AIRSW PROD/GENERAL SALES,085267254441
CUS529,Resideo,IS20321-5518/B,GENERAL SALES. CONTROL SET POINT: ON PRE,085267255288
CUS529,Resideo,IS20321-5520/B,GENERAL SALES. CONTROL SET POINT: ON PRE,085267255301
CUS529,Resideo,IS20321-5544/B,NR/ARISW PROD/LENNOX,085267255806
CUS529,Resideo,IS20321-5545/B,NR/AIRSW PROD/LENNOX,085267255813
CUS529,Resideo,IS20321-5546/B,NR/AIRSW PROD/LENNOX,085267255820
CUS529,Resideo,IS20326-5548/B,NR/AIRSW PROD/LENNOX,085267255846
CUS529,Resideo,IS20326-5610/B,SW ASM/LENNOX,085267257930
CUS529,Resideo,IS20327-5701/B,NR/AIRSW PROD/JAKEL,085267261708
CUS529,Resideo,IS20329-5560/B,AIRSW PROD/RHEEM,085267255981
CUS529,Resideo,IS20329-5562/B,AIRSW PROD/RHEEM,085267256001
CUS529,Resideo,IS20336-5585/B,AIRSW PROD/GENERAL SALES,085267256322
CUS529,Resideo,IS20341-6157/B,PRESSURE SWITCH,085267071321
CUS529,Resideo,IS20343-5601/B,SWITCH PRESSURE 4.0 WC,085267257428
CUS529,Resideo,IS20346-5633/B,PRESSURE SWITCH/RHEEM,085267258746
CUS529,Resideo,IS20346-5635/B,PRESSURE SWITCH/RHEEM,085267258760
CUS529,Resideo,IS20348-5644/U,PRESSURE SWITCH/RHEEM,085267258852
CUS529,Resideo,IS20350-5649/U,PRESSURE SWITCH/RHEEM,085267258906
CUS529,Resideo,IS20352-5651/U,AIRSWITCH - RHEEM,085267258920
CUS529,Resideo,IS20352-5655/U,AIRSWITCH - RHEEM,085267258968
CUS529,Resideo,IS20353-5664/B,PRESSURE SWITCH/RHEEM,085267259057
CUS529,Resideo,IS20353-5664/U,PRESSURE SWITCH/RHEEM,
CUS529,Resideo,IS20360-5458/B,NR/AIRSW PROD/RAYPACK,085267253260
CUS529,Resideo,IS20360-5687/B,NR/ AIRSW PROD / RAYPACK,085267260152
CUS529,Resideo,IS20360-5831/B,PRESSURE SWITCH,085267274128
CUS529,Resideo,IS20361-6220/B,PRESSURE SWITCH,085267430265
CUS529,Resideo,IS20364-5707/B,NR/AIRSW PROD/UTICA,085267262156
CUS529,Resideo,IS20365-5708/B,NR/ARISW PROD/GENERAL SALES,085267262200
CUS529,Resideo,IS20366-5714/B,PRESSURE SWITCH/GENERAL SALES,085267263399
CUS529,Resideo,IS20371-5828/B,PRESSURE SWITCH/BRADFORD WHITE,085267274050
CUS529,Resideo,IS20373-5742/B,AIR SENSOR SWITCH,085267265263
CUS529,Resideo,IS20374-5747/B,NR/AIRSW PROD/BRADFORD WHITE,085267266680
CUS529,Resideo,IS20374-5915/B,AIR PRESSURE SWITCH/FASCO,085267312028
CUS529,Resideo,IS20374-5916/B,AIR PRESSURE SWITCH/FASCO,085267312011
CUS529,Resideo,IS20374-5917/B,AIR PRESSURE SWITCH/FASCO,085267312035
CUS529,Resideo,IS20375-5756/B,PRESSURE SWITCH/BURNHAM,085267266819
CUS529,Resideo,IS20378-5770/B,PRESSURE SWITCH/BADFORD WHITE,085267270106
CUS529,Resideo,IS20379-5771/B,AIRSWITCH PROD (IS2) SOLARONICS,085267270809
CUS529,Resideo,IS20387-5800/B,AIRSWITCH-TRANE,085267271929
CUS529,Resideo,IS20387-5801/B,AIRSWITCH-TRANE,085267271936
CUS529,Resideo,IS20387-5802/B,AIRSWITCH-TRANE,085267271943
CUS529,Resideo,IS20387-5803/B,AIRSWITCH TRANE,085267271950
CUS529,Resideo,IS20387-5804/B,AIRSWITCH TRANE,085267271967
CUS529,Resideo,IS20387-5805/B,AIRSWITCH TRANE,085267271974
CUS529,Resideo,IS20387-5807/B,AIRSWITCH TRANE,085267271998
CUS529,Resideo,IS20387-5808/B,AIRSWITCH TRANE,085267272001
CUS529,Resideo,IS20387-5811/B,AIRSWITCH TRANE,085267272032
CUS529,Resideo,IS20399-5845/B,NR/AIRSW PRESSURE/TRANE,085267279871
CUS529,Resideo,IS20401-5850/B,PRESSURE SWITCH,085267280020
CUS529,Resideo,IS20407-5896/U,PRESSURE SWITCH/GENERAL SALES,085267305631
CUS529,Resideo,IS20410-5918/B,AIR PRESSURE SWITCH/FASCO,085267312040
CUS529,Resideo,IS20411-5919/B,AIR PRESSURE SWITCH/FASCO,085267312059
CUS529,Resideo,IS20414-5926/B,NR/AIRSW PROD/CARRIER,085267314541
CUS529,Resideo,IS20422-5970/B,PRESSURE SWITCH/CARRIER,085267333825
CUS529,Resideo,IS20424-5997/B,PRESSURE SWITCH,085267363020
CUS529,Resideo,IS20424-6272/B,IS2 PRESSURE SWITCH,085267738118
CUS529,Resideo,IS20425-5998/B,PRESSURE SWITCH,085267389211
CUS529,Resideo,IS20426-5999/B,PRESSURE SWITCH,085267411004
CUS529,Resideo,IS20428-6005/B,IS2 PRESSURE SWITCH,085267336536
CUS529,Resideo,IS20428-6006/B,IS2 PRESSURE SWITCH,085267461894
CUS529,Resideo,IS20428-6007/B,IS2 PRESSURE SWITCH,085267554329
CUS529,Resideo,IS20428-6007/U,PRESSURE SWITCH - TRANE,194159016613
CUS529,Resideo,IS20428-6008/B,IS2 PRESSURE SWITCH,085267604840
CUS529,Resideo,IS20428-6009/B,IS2 PRESSURE SWITCH,085267623698
CUS529,Resideo,IS20428-6081/B,PRESSURE SWITCH/TRANE,085267629898
CUS529,Resideo,IS20428-6081/U,PRESSURE SWITCH - TRANE,194159016637
CUS529,Resideo,IS20428-6082/B,PRESSURE SWITCH/TRANE,085267659178
CUS529,Resideo,IS20428-6082/U,PRESSURE SWITCH - TRANE,194159016620
CUS529,Resideo,IS20428-6159/B,PRESSURE SWITCH,085267343107
CUS529,Resideo,IS20428-6161/B,PRESSURE SWITCH,085267926386
CUS529,Resideo,IS20433-6058/B,NR/AIRSW PROD/CLARKSVILLE,085267508926
CUS529,Resideo,IS20434-6059/B,NR/AIRSW PROD/TRANE,085267364669
CUS529,Resideo,IS20435-6076/B,PRESSURE SWITCH/FASCO/BRADFORD WHITE,085267770187
CUS529,Resideo,IS20435-6077/B,PRESSURE SWITCH/FASCO/BRADFORD WHITE,085267807975
CUS529,Resideo,IS20435-6112/B,PRESSURE SWITCH,085267555302
CUS529,Resideo,IS20435-6183/B,PRESSURE SWITCH,085267098496
CUS529,Resideo,IS20435-6184/B,PRESSURE SWITCH,085267000819
CUS529,Resideo,IS20436-6080/B,PRESSURE SWITCH,085267170895
CUS529,Resideo,IS20437-6083/B,PRESSURE SWITCH,085267124478
CUS529,Resideo,IS20438-6093/B,PRESSURE SWITCH,085267705622
CUS529,Resideo,IS20438-6127/B,PRESSURE SWITCH,085267508421
CUS529,Resideo,IS20440-6099/B,PRESSURE SWITCH,085267365147
CUS529,Resideo,IS20440-6100/B,PRESSURE SWITCH,085267393386
CUS529,Resideo,IS20440-6101/B,PRESSURE SWITCH,085267425490
CUS529,Resideo,IS20440-6102/B,PRESSURE SWITCH,085267464185
CUS529,Resideo,IS20440-6104/B,PRESSURE SWITCH,085267592215
CUS529,Resideo,IS20440-6105/B,PRESSURE SWITCH,085267605939
CUS529,Resideo,IS20441-6096/B,PRESSURE SWITCH,085267338424
CUS529,Resideo,IS20442-6108/B,PRESSURE SWITCH,085267853422
CUS529,Resideo,IS20451-6168/B,PRESSURE SWITCH,085267750202
CUS529,Resideo,IS20451-6169/B,PRESSURE SWITCH,085267798549
CUS529,Resideo,IS20451-6170/B,PRESSURE SWITCH,085267822763
CUS529,Resideo,IS20453-6162/B,PRESSURE SWITCH,085267834889
CUS529,Resideo,IS20455-6185/B,PRESSURE SWITCH,085267684033
CUS529,Resideo,IS20455-6186/B,PRESSURE SWITCH,085267644426
CUS529,Resideo,IS20458-6193/B,PRESSURE SWITCH,085267105606
CUS529,Resideo,IS20460-6200/B,PRESSURE SWITCH,085267786966
CUS529,Resideo,IS20460-6201/B,PRESSURE SWITCH,085267853118
CUS529,Resideo,IS20460-6203/B,PRESSURE SWITCH,085267997270
CUS529,Resideo,IS20460-6205/B,PRESSURE SWITCH,085267344470
CUS529,Resideo,IS20460-6212/B,PRESSURE SWITCH,085267379533
CUS529,Resideo,IS20464-6223/U,IS2 PRESSURE SWITCH,085267461351
CUS529,Resideo,IS20464-6224/U,IS2 PRESSURE SWITCH,085267478748
CUS529,Resideo,IS20464-6226/U,IS2 PRESSURE SWITCH,085267494717
CUS529,Resideo,IS20464-6227/U,IS2 PRESSURE SWITCH,085267502962
CUS529,Resideo,IS20464-6228/U,IS2 PRESSURE SWITCH,085267835015
CUS529,Resideo,IS20464-6229/U,IS2 PRESSURE SWITCH,085267821391
CUS529,Resideo,IS20464-6268/U,IS2 PRESSURE SWITCH,085267687898
CUS529,Resideo,IS20464-6273/U,TRANE IS2 PRESSURE SWITCH,085267630450
CUS529,Resideo,IS20464-6274/U,TRANE IS2 PRESSURE SWITCH,085267635400
CUS529,Resideo,IS20464-6275/U,TRANE IS2 PRESSURE SWITCH,085267638906
CUS529,Resideo,IS20464-6276/U,TRANE IS2 PRESSURE SWITCH,085267643269
CUS529,Resideo,IS20464-6277/U,TRANE IS2 PRESSURE SWITCH,085267646550
CUS529,Resideo,IS20464-6278/U,TRANE IS2 PRESSURE SWITCH,085267652704
CUS529,Resideo,IS20464-6279/U,TRANE IS2 PRESSURE SWITCH,085267655880
CUS529,Resideo,IS20464-6280/U,TRANE IS2 PRESSURE SWITCH,085267676885
CUS529,Resideo,IS20464-6283/U,IS2 PRESSURE SWITCH,085267404006
CUS529,Resideo,IS20472-6282/B,IS2 PRESSURE SWITCH - CALOREX,085267495868
CUS529,Resideo,IS20473-6285/B,PRESSURE SWITCH,194159003859
CUS529,Resideo,IS20473-6287/B,PRESSURE SWITCH FOR REGAL,194159006287
CUS529,Resideo,IS20473-6288/B,PRESSURE SWITCH FOR REGAL,194159006294
CUS529,Resideo,IS20473-6324/B,PRESSURE SWITCH FOR REGAL BELOIT,194159007185
CUS529,Resideo,IS20473-6325/B,PRESSURE SWITCH FOR REGAL,194159007192
CUS529,Resideo,IS20477-6333/B,PRESS SWITCH - 80PA      (B065405),194159012851
CUS529,Resideo,IS20477-6334/B,PRESS SWITCH - 115PA   (B065406),194159012868
CUS529,Resideo,IS20477-6335/B,PRESS SWITCH - 140PA   (B065407),194159012875
CUS529,Resideo,IS20477-6336/B,PRESS SWITCH - 165PA   (B065408),194159012882
CUS529,Resideo,IS20477-6337/B,PRESS SWITCH - 50PA     (B065404),194159012899
CUS529,Resideo,IS21150084F5122/B,NR/AIRSW PROD/ARMSTRONG INTL,085267240574
CUS529,Resideo,IS22010051F5052/B,CONTROLSETPOINT:.10 +/-.05 WCPF.,085267236133
CUS529,Resideo,IS22010051F5166/B,NR/AIRSW PROD/GENERAL SALES,085267243926
CUS529,Resideo,IS22016051F5169/B,NR/AIRSW PROD/GENERAL SALES,085267243957
CUS529,Resideo,IS22017055F5129/B,NR/AIRSW PROD/GENERAL SALES,085267240994
CUS529,Resideo,IS22020051F5170/B,NR/AIRSW PROD/GENERAL SALES,085267243964
CUS529,Resideo,IS22020051L5088,SWITCH PRESSURE 0.2 WC,085267238519
CUS529,Resideo,IS22025055F5192/B,NR/AIRSW PROD/REZNOR,085267244596
CUS529,Resideo,IS22029051S5109/B,NR/AIRSW PROD/EMPIRE,085267239806
CUS529,Resideo,IS22030051L5089,SWITCH PRESSURE 0.3 WC,085267238526
CUS529,Resideo,IS22035051F5132/B,NR/AIRSW PROD/DETROIT RADIANT,085267241472
CUS529,Resideo,IS22035051L5022/B,PRESSURE SWITCH,085267235235
CUS529,Resideo,IS22040051L5023/B,PRESSURE SWITCH,085267235242
CUS529,Resideo,IS22045051L5024/B,PRESSURE SWITCH,085267235259
CUS529,Resideo,IS22045055S5158/B,NR/AIRSW PROD/TRANE,085267243278
CUS529,Resideo,IS22050051L5019/B,PRESSURE SWITCH,085267234511
CUS529,Resideo,IS22050051L5114,SWITCH PRESSURE 0.5 WC,085267239998
CUS529,Resideo,IS22060051L5025/B,PRESSURE SWITCH,085267235266
CUS529,Resideo,IS22065051L5026/B,PRESSURE SWITCH,085267235273
CUS529,Resideo,IS22070051L5202/B,NR/AIRSW PROD,085267248129
CUS529,Resideo,IS22075051L5203/B,NR/AIRSW PROD,085267248136
CUS529,Resideo,IS22075055F5193/B,NR/AIRSW PROD/REZNOR,085267244602
CUS529,Resideo,IS22080051L5027/B,PRESSURE SWITCH,085267235280
CUS529,Resideo,IS22080051L5204/B,NR/AIRSW PROD,085267248143
CUS529,Resideo,IS22085051F5066/B,PRESSURE SWITCH,085267237192
CUS529,Resideo,IS22110061L5049/B,PRESSURE SWITCH,085267236102
CUS529,Resideo,IS22130073F5092/B,NR/AIRSW PROD/GENERAL SALES,085267238922
CUS529,Resideo,IS22140081L5051/B,PRESSURE SWITCH,085267236126
CUS529,Resideo,IS22141081S5082/B,NR/AIRSW PROD/EXCEL COMFORT SYSTEMS,085267238359
CUS529,Resideo,IS22171091S5083/B,NR/AIRSW PROD/EXCEL COMFORD SYSTEMS,085267238366
CUS529,Resideo,IS22200111F5010/B,PRESSURE SWITCH,085267234207
CUS529,Resideo,IS23018051N5063/B,PRESSURE SWITCH,085267237123
CUS529,Resideo,IS30004031F5121/B,PRESSURE SWITCH/GENERAL SALES,085267240567
CUS529,Resideo,IS30119-5476/B,PRESSURE SWITCHES/GENERAL SALES,085267253529
CUS529,Resideo,IS30133-5973/B,PRESSURE SWITCH/GENERAL SALES,085267334792
CUS529,Resideo,IS30133-6003/B,PRESSURE SWITCH/GENERAL,085267487023
CUS529,Resideo,IS30134-6010/B,PRESSURE SWITCH/TRAVIS,085267886611
CUS529,Resideo,IS30136-6179/B,PRESSURE SWITCH,085267195140
CUS529,Resideo,IS30136-6180/B,PRESSURE SWITCH,085267425216
CUS529,Resideo,K06U1037/U,"1-1/2 IN. UNION NUT, THREADED TAIL PIEC",085267048323
CUS529,Resideo,K06U1045/U,"2 IN. UNION NUT, THREADED TAIL PIECE, G",085267048330
CUS529,Resideo,K06U1069/U,"1/2 IN. UNION NUT, THREADED TAIL PIECE,",085267048347
CUS529,Resideo,K06U1077/U,"3/4 IN. UNION NUT, THREADED TAIL PIECE,",085267048354
CUS529,Resideo,K06U1085/U,UNION KIT FOR D06 VALVES  1  NPT,085267048361
CUS529,Resideo,K06U1093/U,"1/2 IN. UNION NUT, SWEAT TAIL PIECE, GA",085267048378
CUS529,Resideo,K06U1101/U,"3/4 IN. UNION NUT, SWEAT TAIL PIECE, GA",085267048385
CUS529,Resideo,K06U1119/U,"1 IN. UNION NUT, SWEAT TAIL PIECE, GASK",085267048392
CUS529,Resideo,K06U1135/U,"1 1/4 IN. UNION NUT, THREADED TAIL PIEC",085267813327
CUS529,Resideo,K06U1143/U,1 1/4 INCH  PRV UNION KIT( NUT SWEAT TAI,085267813334
CUS529,Resideo,K06U5034/U,"1 1/2 IN. UNION NUT, THREADED TAIL PIEC",085267048446
CUS529,Resideo,K06U5042/U,"Z2IN. UNION NUT, THREADED TAIL PIECE, G",085267048453
CUS529,Resideo,L4064B2210/B,FAN AND LIMIT CONTROL,871472403666
CUS529,Resideo,L4064B2210/U,FAN AND LIMIT CONTROLLER,085267000192
CUS529,Resideo,L4064B2228/B,FAN AND LIMIT. 5  INSERTION LIMIT STOP:,40085267000206
CUS529,Resideo,L4064B2228/U,TRADELINE5 INSERTIONLIMITSTOP:200,085267000208
CUS529,Resideo,L4064B2236/B,FAN AND LIMIT CONTROL,085267000215
CUS529,Resideo,L4064B2236/U,FAN LIMIT CONTROL,30085267000216
CUS529,Resideo,M847A1031/B,DAMPER MOTOR (CHAIN),085267127837
CUS529,Resideo,M847A1072/B,DAMPER MOTOR,085267059138
CUS529,Resideo,M847A1080/B,DAMPER MOTOR,085267059145
CUS529,Resideo,M847D-VENT/U,24V TWO POSITION SPRING CLOSED FOR EARD,085267843706
CUS529,Resideo,M847D-ZONE/U,24V TWO POSITION SPRING OPEN FOR ARD/ZD,085267353069
CUS529,Resideo,MT110C1011/U,CARTRIDGE CHANGING TOOL - RPLS,085267063289
CUS529,Resideo,MT110C1011SA,CARTRIDGE CHANGING TOOL - SUB-ASSEMBLY,
CUS529,Resideo,MX100-RP/U,MX GASKET KIT 1 INCH,085267827225
CUS529,Resideo,MX125-RP/U,MXSERIESREPLACEMENTGASKETS.1-1/4 .,085267827232
CUS529,Resideo,MX127LF/U,"""1"" LF UNION NPT 113-149F TEMP",085267182782
CUS529,Resideo,MX128LF/U,1 1/4  LF UNION NPT.  113-149 F TEMPERAT,085267358972
CUS529,Resideo,MX129LF/U,1 1/2  LF UNION NPT.  113-149 F TEMP,085267378109
CUS529,Resideo,MX130LF/U,2” LF UNION NPT. 113-149 F TEMP,085267521246
CUS529,Resideo,MX131LF/U,2 1/2  LF FLANGED.  113-149 F TEMPERATUR,085267542418
CUS529,Resideo,MX132LF/U,3  LF FLANGED.  113-149 F TEMPERATURE,085267437295
CUS529,Resideo,MX150-RP/U,MX  REPLACEMENT GASKETS. 1-1/2 . 3 PIECE,085267827485
CUS529,Resideo,MX200-RP/U,MX GASKET KIT 2 INCH,085267827492
CUS529,Resideo,MX250-RP/U,MX GASKET KIT 2-1/2 INCH  MX,085267827508
CUS529,Resideo,PV-001RP/U,(OLD STYLE) PV SERIES REPLACEMENT VENT,085267827836
CUS529,Resideo,PV-020RP/U,SUPERVENT RP - AIR VENT ASSEMBLY,085267298933
CUS529,Resideo,PV075/U,SUPERVENT AIR ELIMINATOR. 3/4  NPT.,085267827843
CUS529,Resideo,PV075P/U,"3/4"" SUPERVENT PRESS",194159014541
CUS529,Resideo,PV075S/U,SUPERVENT AIR ELIMINATOR. 3/4  SWEAT.,085267827867
CUS529,Resideo,PV100/U,SUPERVENT AIR ELIMINATOR. 1  NPT.,085267827898
CUS529,Resideo,PV100P/U,SUPERVENT AIR ELIMINATOR 1  PROPRESS,194159005631
CUS529,Resideo,PV100S/U,SUPERVENT AIR ELIMINATOR. 1  SWEAT.,085267827911
CUS529,Resideo,PV125/U,SUPERVENT AIR ELIMINATOR. 1 1/4  NPT.,085267827928
CUS529,Resideo,PV125P/U,SUPERVENT AIR ELIMINATOR 1.25  PROPRESS,194159005648
CUS529,Resideo,PV125S/U,SUPERVENT AIR ELIMINATOR. 1 1/4  SWEAT.,085267827942
CUS529,Resideo,PV150/U,SUPERVENT AIR ELIMINATOR. 1 1/2  NPT.,085267827959
CUS529,Resideo,PV150P/U,"1 1/2"" SUPERVENT PRESS",194159014558
CUS529,Resideo,PV150S/U,SUPERVENT AIR ELIMINATOR. 1 1/2  SWEAT,085267788830
CUS529,Resideo,PV200/U,SUPERVENT AIR ELIMINATOR. 2  NPT.,085267827973
CUS529,Resideo,PVU100/U,SUPERVENT UNIVERSAL.  Vertical Riser Ap,085267828352
CUS529,Resideo,PVU125/U,SUPERVENT UNIVERSAL.  Vertical Riser Ap,085267828376
CUS529,Resideo,PVU150/U,POWERVENT 1-1/2 INCH  UNIVERSAL ELL CONN,085267828390
CUS529,Resideo,Q309A1954/B,THEROCOUPLE 18 IINCH,085267065955
CUS529,Resideo,Q309A1970/B,THERMOCOUPLE,085267065962
CUS529,Resideo,Q309A1988/B,THERMOCOUPLE,085267065979
CUS529,Resideo,Q309A1996/B,THERMOCOUPLE 36 INCH,085267065986
CUS529,Resideo,Q309A2010/B,48 LEADWITHNUT.BULK.,085267065993
CUS529,Resideo,Q309A2135/B,"21 IN. LEAD, WITH PUSH- IN CLIP, BULK P",085267066037
CUS529,Resideo,Q309A2150/B,"30 IN. LEAD, WITH PUSH- IN CLIP, BULK P",085267066051
CUS529,Resideo,Q309A2200/B,THERMOCOUPLE,085267066075
CUS529,Resideo,Q309A4040/U,THERMOCOUPLE,085267794671
CUS529,Resideo,Q309A4057/B,THERMOCOUPLE,085267794923
CUS529,Resideo,Q313A1006/B,15 IN. LEAD. BULK PACK.,085267066181
CUS529,Resideo,Q313A1014/B,THERMOPILE GENERATOR,085267066198
CUS529,Resideo,Q313A1022/B,THERMOPILE GENERATOR,40085267066202
CUS529,Resideo,Q313A1022/U,THERMOPILE,085267066204
